Time of Day,Process Name,PID,Operation,Path,Result,Detail
1:10:54.2227386 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\CachedBytes,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2227931 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\CorrelationVector,SUCCESS,"Type: REG_SZ, Length: 72, Data: 0W1cV+iy9kmcYY+7.14.3.1.0.0.31.2.10"
1:10:54.2228644 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\DownloadStats\RawBytes,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2229409 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\DownloadStats\RawBytes\peerHttp,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2230229 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\DownloadStats\ValidBytes,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2230983 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\DownloadStats\ValidBytes\peerHttp,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2231845 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\8bf6c96a8f7dd016261d4c4f7411eaed12b5514b\UploadStats,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2233048 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2233732 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\FileId,SUCCESS,"Type: REG_SZ, Length: 82, Data: 0173a1205a97aac006e1644c1109d0e1d1884629"
1:10:54.2234178 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\HashID,SUCCESS,"Type: REG_SZ, Length: 130, Data: 4c0248255cd7d9cbf645b37d85559bcdc2c9db31e050252f0b7b687eb92f7a4e"
1:10:54.2234683 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\Rank,SUCCESS,"Type: REG_SZ, Length: 18, Data: 0.000000"
1:10:54.2235112 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\UploadForSecs,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 259200"
1:10:54.2235566 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\IsPinned,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2235994 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\ExpireAtTimeFT,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2236450 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\ExpireAtOverride,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2236881 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\Upload,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
1:10:54.2237408 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\CdnURL,SUCCESS,"Type: REG_SZ, Length: 474, Data: Ðèèàt^^b\èØê\ÈØ\ÈÊØÒìÊäò\Úà\ÚÒÆäÞæÞÌè\ÆÞÚ^ÌÒØÊæèäÊÂÚÒÜÎæÊäìÒÆÊ^ÌÒØÊæ^ÌÌhÈpdÂbZhÂhÂZhhnjZÄÄÄnZnnddnÈdÄbÆÂÊ~ bzblpfnd`nfjL dzh`hL fzdL hzÆäÜòrfÈÒäfÈÒ`äôÒ ÚhdäÚJdÌfì ÔîdØÌ´JdÌØ²Ì²Î´¨îÎÎnæØÚJdÄ¬Âhd ìjrèäJdÌ¬ÎÖÖ¬nÔÚÆÐÈfhÊòÔÎJfÈJfÈ"
1:10:54.2237880 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\WorkingDir,SUCCESS,"Type: REG_SZ, Length: 284, Data: C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Cache\d7e6c6d2917c6b0527560cbba3e6a2700ade4919"
1:10:54.2238330 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\PeerId,SUCCESS,"Type: REG_BINARY, Length: 20, Data: 0C 51 98 A7 F1 3C F8 4C A6 E2 B9 65 47 64 13 ED"
1:10:54.2238762 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\SessionId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: 3C 04 57 BA 1D 06 43 4F 99 00 DB 85 56 80 BE D6"
1:10:54.2239206 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\CallerName,SUCCESS,"Type: REG_SZ, Length: 38, Data: WU Client Download"
1:10:54.2239643 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\Status,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 2"
1:10:54.2240072 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\DownloadDurationMsecs,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2240515 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\CacheServerConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2240964 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\GroupConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2241442 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\HttpConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
1:10:54.2241891 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\InternetConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2242385 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\LanConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2242853 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\LinkLocalConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2243402 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\PeerCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2286081 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\CacheHost,SUCCESS,"Type: REG_SZ, Length: 2, Data: "
1:10:54.2286693 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\CachedBytes,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2287273 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\CorrelationVector,SUCCESS,"Type: REG_SZ, Length: 72, Data: 0W1cV+iy9kmcYY+7.13.3.1.0.0.14.2.10"
1:10:54.2288055 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\DownloadStats\RawBytes,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2288829 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\DownloadStats\RawBytes\peerHttp,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2289698 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\DownloadStats\ValidBytes,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2290380 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\DownloadStats\ValidBytes\peerHttp,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2291254 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\d7e6c6d2917c6b0527560cbba3e6a2700ade4919\UploadStats,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2292464 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2293147 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\FileId,SUCCESS,"Type: REG_SZ, Length: 82, Data: 578231eecefbf5e363612705b99bef6dd5acdb3e"
1:10:54.2293611 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\HashID,SUCCESS,"Type: REG_SZ, Length: 130, Data: b20a1931bee8ae4fe7c9905a7ea69875f008cfdeaf708f842f0d02f8ec97742e"
1:10:54.2294116 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\Rank,SUCCESS,"Type: REG_SZ, Length: 18, Data: 0.000000"
1:10:54.2294550 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\UploadForSecs,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 259200"
1:10:54.2295006 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\IsPinned,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2295455 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\ExpireAtTimeFT,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2295889 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\ExpireAtOverride,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2296325 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\Upload,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
1:10:54.2296862 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\CdnURL,SUCCESS,"Type: REG_SZ, Length: 470, Data: Ðèèàt^^b\èØê\ÈØ\ÈÊØÒìÊäò\Úà\ÚÒÆäÞæÞÌè\ÆÞÚ^ÌÒØÊæèäÊÂÚÒÜÎæÊäìÒÆÊ^ÌÒØÊæ^ÆnÆÌd`fÆZjhÄ`ZhÈbdZrrÌÄZdÆbÆÄrÆpÌÊpl~ bzblpfndblhnL dzh`hL fzdL hz¦¬ÂÖ`¨Ðäâæ ÎªèÊÒÜ¦ØÄÎÎØ`lJdÄjÄæôrÊòðfhæ²lhÚªÚÌlæÐJdÌÐì°Þ¤JdÌÒÜn´fÎôÊdÎJfÈJfÈ"
1:10:54.2297339 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\WorkingDir,SUCCESS,"Type: REG_SZ, Length: 284, Data: C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Cache\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e"
1:10:54.2297809 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\PeerId,SUCCESS,"Type: REG_BINARY, Length: 20, Data: A4 84 2A EC ED AF 28 42 BF 37 FB 8B 46 21 22 9A"
1:10:54.2298254 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\SessionId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: DE F6 65 AD E7 44 07 4C 9B 7B 94 91 51 6C E9 FF"
1:10:54.2298685 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\CallerName,SUCCESS,"Type: REG_SZ, Length: 38, Data: WU Client Download"
1:10:54.2299116 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\Status,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 2"
1:10:54.2299546 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\DownloadDurationMsecs,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2300002 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\CacheServerConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2300454 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\GroupConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2300901 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\HttpConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
1:10:54.2301338 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\InternetConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2301774 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\LanConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2302208 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\LinkLocalConnectionCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2302639 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\PeerCount,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2317996 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\CacheHost,SUCCESS,"Type: REG_SZ, Length: 2, Data: "
1:10:54.2318548 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\CachedBytes,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2319086 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\CorrelationVector,SUCCESS,"Type: REG_SZ, Length: 70, Data: 0W1cV+iy9kmcYY+7.12.3.1.0.0.11.2.9"
1:10:54.2319739 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\DownloadStats\RawBytes,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2320507 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\DownloadStats\RawBytes\peerHttp,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2321418 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\DownloadStats\ValidBytes,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2322116 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\DownloadStats\ValidBytes\peerHttp,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2322996 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\52900bdd094ae1d2cb49f1ff0aeab6120c458b0e\UploadStats,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2324221 PM,svchost.exe,7104,RegCreateKey,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
1:10:54.2324927 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\FileId,SUCCESS,"Type: REG_SZ, Length: 82, Data: 60d13a1d3a066870b0fb7b6e0818b208c215f4f4"
1:10:54.2325379 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\HashID,SUCCESS,"Type: REG_SZ, Length: 130, Data: d968ae9f9f8c14c3eb3fdba4855430e28072532ef3490910ad643a08a12d1697"
1:10:54.2325884 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\Rank,SUCCESS,"Type: REG_SZ, Length: 18, Data: 0.000000"
1:10:54.2326317 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\UploadForSecs,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 259200"
1:10:54.2326779 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\IsPinned,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2327216 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\ExpireAtTimeFT,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
1:10:54.2327658 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\ExpireAtOverride,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
1:10:54.2328090 PM,svchost.exe,7104,RegSetValue,\REGISTRY\A\{96ecf5f0-cb70-f2d3-bc4b-c0a3efa93999}\DeliveryOptimization\Swarms\0e420cf93c1fd30c747b61e5ce77eb9b27305276\Upload,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
