Timestamp,Category,Classification,Priority,Protocol,Direction
04/30/2020-08:20:49.297996,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:25.881792,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:25.881792,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:33:29.286060,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60775
04/30/2020-08:33:29.286060,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60775
04/30/2020-08:20:49.349765,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56956 -> 10.0.0.4:389
04/30/2020-08:20:49.349765,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56956 -> 10.0.0.4:389
04/30/2020-08:35:06.527166,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57025 -> 10.0.0.4:49667
04/30/2020-08:35:06.527166,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57025 -> 10.0.0.4:49667
04/30/2020-08:34:54.285716,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:64562 -> 10.0.0.4:53
04/30/2020-08:34:54.285716,SURICATA UDPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:64562 -> 10.0.0.4:53
04/30/2020-08:35:25.885920,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:25.885920,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:20:49.298718,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.298718,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.199990,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.199990,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:20:49.349893,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56956 -> 10.0.0.4:389
04/30/2020-08:20:49.349893,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56956 -> 10.0.0.4:389
04/30/2020-08:33:28.203373,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:33:28.203373,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:34:51.731235,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:137 -> 10.0.1.255:137
04/30/2020-08:34:51.731235,SURICATA UDPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:137 -> 10.0.1.255:137
04/30/2020-08:35:25.886805,ET POLICY SMB2 NT Create AndX Request For an Executable File In a Temp Directory,Classification: A Network Trojan was detected,Priority: 1,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:35:25.886805,ET POLICY SMB2 NT Create AndX Request For an Executable File,Classification: Potentially Bad Traffic,Priority: 2,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:20:49.298765,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.200348,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.200348,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:20:49.298765,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:52.497080,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:137 -> 10.0.1.255:137
04/30/2020-08:34:52.497080,SURICATA UDPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:137 -> 10.0.1.255:137
04/30/2020-08:35:25.887647,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:25.887647,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:26.038862,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:33:28.207919,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:33:28.207919,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:35:26.038862,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:20:49.299334,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.299334,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:25.888678,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:25.888678,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:26.039958,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:35:26.039958,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:33:28.208504,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60771 -> 10.0.1.6:5985
04/30/2020-08:34:54.201142,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.201142,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:20:49.299458,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.299458,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:25.889299,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:25.889299,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:34:53.248563,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:137 -> 10.0.1.255:137
04/30/2020-08:34:53.248563,SURICATA UDPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:137 -> 10.0.1.255:137
04/30/2020-08:33:28.208535,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:33:28.208535,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:35:26.041132,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:35:26.041132,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:34:54.207063,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.207063,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:20:49.299949,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.299949,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.007923,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:52351 -> 10.0.0.4:389
04/30/2020-08:34:54.007923,SURICATA UDPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,UDP,10.0.1.6:52351 -> 10.0.0.4:389
04/30/2020-08:35:26.041952,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:35:26.041952,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:33:28.229161,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:33:28.229161,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:20:49.301702,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.301702,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.208097,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.0.4:389 -> 10.0.1.6:57028
04/30/2020-08:34:54.130204,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.130204,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.208149,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.208149,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:20:49.302656,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:26.035089,ET POLICY SMB Executable File Transfer,Classification: Potentially Bad Traffic,Priority: 2,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:35:26.035089,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:33:29.071171,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:33:29.071171,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:34:54.208386,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.208386,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:20:49.302656,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.131018,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.131018,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:35:26.035144,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:34:54.131096,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.131096,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:33:29.273662,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:35:26.035144,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:34:54.132600,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.132600,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:20:49.303271,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.303271,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.208676,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.208676,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57028 -> 10.0.0.4:389
04/30/2020-08:34:54.137196,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.137196,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:33:29.273662,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:20:49.304852,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.304852,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.137885,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.137885,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:35:06.525348,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57024 -> 10.0.0.4:135
04/30/2020-08:35:06.525348,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57024 -> 10.0.0.4:135
04/30/2020-08:33:29.275973,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:33:29.275973,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:20:49.306415,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.306415,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.137986,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.137986,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:35:06.527108,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57024 -> 10.0.0.4:135
04/30/2020-08:35:06.527108,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57024 -> 10.0.0.4:135
04/30/2020-08:20:49.308161,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.308161,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:34:54.138648,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:33:29.288356,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:33:29.288356,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:35:26.037067,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:35:26.037067,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:34:54.138648,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:20:49.309354,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.309354,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:33:29.290366,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:34:54.138766,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.138766,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:33:29.290366,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:35:26.035946,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:35:26.038276,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:35:26.038276,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:20:49.310252,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.310252,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:26.035972,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:35:26.035972,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60803
04/30/2020-08:34:54.139169,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.139169,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:35:26.080625,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60807 -> 10.0.1.6:445
04/30/2020-08:33:29.291462,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:33:29.291462,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:20:49.310747,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.310747,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:26.080647,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:35:26.080647,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60807
04/30/2020-08:35:26.039850,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:35:26.039850,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:34:54.139979,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.139979,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:33:29.291573,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:33:29.291573,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60772
04/30/2020-08:20:49.311915,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.311915,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:33:29.292043,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:33:29.292043,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:5985 -> 10.0.1.4:60771
04/30/2020-08:34:54.140669,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:34:54.140669,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
04/30/2020-08:35:26.040952,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:35:26.040952,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:20:49.312571,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.312571,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.313021,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:20:49.313021,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:56957 -> 10.0.0.4:445
04/30/2020-08:35:36.345289,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:35:36.345289,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60805
04/30/2020-08:34:54.141899,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57026 -> 10.0.0.4:445
